X,Y
5.886640674,7.696605029
5.266852595,6.475478188
5.783148862,6.601169012
6.900447812,7.401438179
5.633006703,5.841212387
6.434906656,6.967968052
6.695355029,7.572075312
6.715905364,7.239585084
6.239460687,7.17690111
6.415281717,7.969386455
7.656924511,9.625386004
6.830189744,8.212613725
6.520289524,7.222962837
5.557371892,5.876544734
6.189024889,6.691619947
5.042632562,6.381631757
4.872927611,6.547161746
4.339366933,6.064930536
4.880451018,5.217585762
6.026670003,7.309217013
5.64853656,6.686620311
5.195291324,6.17483091
6.974872502,7.062577675
5.427493277,6.097516372
5.935838864,6.868089898
6.763327544,8.312877001
6.206883004,7.750399462
4.088019699,4.557252967
5.595436668,6.313796669
6.766711589,8.477104369
4.012666518,5.479932124
4.838857808,5.337911606
5.22271229,6.422908181
6.34749257,7.538111923
7.2423172,8.333032378
5.163484746,6.000327779
5.113661168,6.453200848
6.392028987,8.303448411
6.025868806,7.263683608
5.43593032,7.019123888
6.226683653,6.909318988
7.007796129,7.965275541
5.179738222,6.897238068
6.888403911,7.753920367
6.74672985,8.142838817
6.724363459,7.802924283
5.203846194,5.879019786
5.521946488,7.208074299
5.714222591,7.416548792
6.714244322,7.958795585
7.785362681,8.750297895
6.657082617,7.746915623
4.830145271,5.826084717
6.540844836,7.128784532
5.512284431,6.372742474
6.434568459,8.276139143
4.948999553,5.929688992
5.596946331,6.448511615
4.623577772,6.441658311
4.53912328,6.061431326
7.2815306,8.346779145
7.332173252,8.16806814
6.33699391,8.126369923
4.210894172,4.564017018
5.376799099,7.101807214
6.276868344,8.599040538
7.588172971,8.000023624
6.272420846,6.870728561
6.461052366,7.900481524
4.726559553,6.925032892
6.525136079,7.486951404
5.507926054,5.676948473
4.375780524,4.897086038
4.956807326,6.276639082
6.813055033,7.707783064
5.55645228,6.368755845
7.235744955,9.030853306
6.7231831,7.792325743
7.219079966,7.920739076
6.840515053,7.896879603
4.741682517,5.302849053
5.840659224,6.882422875
5.053764128,5.6850418
6.151104259,7.189429346
6.760634284,8.794109491
5.948667074,7.003220461
5.377621072,6.656579202
6.009137448,6.357664725
5.172053524,6.216579878
4.795752924,5.968901126
6.022717919,7.155225704
5.233897279,5.707701729
6.372386941,7.02240764
6.340313507,7.275652892
5.531250824,7.026337355
6.306526188,6.471331972
5.118097895,6.303103706
5.587337377,6.801039824
4.038771721,5.661801065
5.964605408,7.082163544
6.063609291,6.796887327
6.607298724,7.561693252
5.910235166,6.556997319
5.48216455,6.11511328
6.475258452,7.516972482
6.463075896,6.937297465
8.81921819,9.860360741
4.687865714,5.030822893
4.989846606,6.844706414
7.155456175,7.929683102
6.44539678,6.787827778
5.109678304,6.674458203
5.797884695,6.933384228
4.443948527,5.998357861
6.489623358,7.166715089
7.563867469,7.478808321
3.950583683,5.210994492
6.204451593,7.594379348
5.119717537,6.587738805
4.361154885,4.31645849
4.132109409,5.357355143
5.27925546,6.94756492
6.280934056,7.313956457
6.427885102,8.73793283
6.549404492,8.200335468
6.052809155,8.220487149
5.350099001,6.272238647
4.481209272,4.943539424
5.853570614,7.90429922
6.97526924,8.230729476
6.29713956,6.881078033
5.439023199,6.053510922
6.382447959,7.689806108
5.221367669,6.045135621
6.017411132,8.171843132
4.821583303,5.600599421
2.83308763,3.558416288
5.749326869,7.301600898
6.333593524,7.536707494
6.723415893,8.341373836
4.868035189,6.139296286
5.148149625,5.988819214
5.112827076,5.988343106
7.021446482,7.194272535
5.297694241,5.523676697
7.822809009,8.997520879
6.248253672,6.381113184
5.300378053,6.551071121
6.070777478,7.367393086
5.827554461,7.570629085
7.238528606,8.374980569
7.005449779,7.785444475
3.7234935,4.60731248
5.754081887,6.618620793
6.263029324,8.017476359
6.413851989,8.036235747
7.340580323,8.113759825
4.710214262,4.815900238
5.783102126,6.323694973
5.017565395,4.655948702
7.33791004,8.079483907
5.872200475,7.333733713
5.599367972,6.833861507
5.395569408,6.908946477
5.96122568,5.551962158
7.218833659,7.963577915
6.39838938,8.161695161
5.800942984,6.951496779
5.880069519,7.178885246
5.556425083,6.732075283
6.639105816,7.032884478
4.868136,6.30038427
4.724093005,5.475773167
6.076179818,6.888185755
6.629266764,7.627372514
5.83054567,6.613776808
6.020508288,7.053909147
6.016839225,5.797558297
6.158261433,6.660636491
4.918807722,7.158187705
6.554304317,8.172023797
6.836728537,9.624562473
8.398500559,9.689472938
7.21900419,8.214536984
5.794074621,6.480454244
4.106786644,4.826440549
6.232020662,7.905876094
5.541229512,6.088848281
7.433277124,8.815430074
6.289818893,6.853504288
4.388533959,5.341747679
6.337512425,7.047155223
6.630212434,7.599249188
6.473852179,7.189091365
7.7436691,8.650561947
5.188378185,7.538221071
3.777936996,4.904032586
6.948153044,7.598600592
3.834707683,5.370259484
5.328668158,6.820360462
5.585626871,6.202403212
7.169380507,7.234304975
7.096849464,8.086457906
4.057807696,5.570094814
5.404542667,5.151585019
7.088211014,8.357325393
6.092286401,7.200298625
5.342632066,5.694556675
6.601456601,8.152079593
6.268937365,8.241655514
6.700907587,7.271433292
6.014394855,7.20209956
6.726800981,8.391642529
6.111129108,7.154865763
5.73926357,5.683265094
4.882686459,5.671058432
5.478366437,6.147839538
6.103343458,6.920315022
7.033048037,7.393677234
6.963782389,7.760748378
5.350143315,6.827384215
4.637168969,5.483055674
5.728889004,7.04888935
6.326879177,7.038682915
6.477384559,7.618956158
5.549975271,6.996001682
6.257465286,7.012585901
4.163110432,3.705560782
5.7935145,6.73574945
3.678578605,5.159366587
6.541635309,7.040288914
5.936382194,7.981722946
5.103219802,6.821924784
6.97128457,7.307729625
5.335973295,5.896973627
6.625398844,7.531550451
8.45054715,9.99885048
5.811486954,6.119006461
5.158877754,5.964353189
7.870158074,9.273464582
6.456925814,8.291358353
6.687226437,8.67093471
6.802375405,8.808561191
5.391113654,7.052768944
5.348138849,5.659899516
6.159611073,6.891318966
6.622423989,8.226598857
8.109874145,8.066996834
6.88452275,7.701171003
4.16718651,5.275237999
6.121636276,6.462342013
5.250964834,6.161162149
4.409943182,6.213013669
7.665412689,8.026875799
5.920479102,7.449093388
6.985890451,7.482445291
5.824759955,6.386701596
6.617482932,8.09858067
6.097524281,7.133475594
3.752835108,4.346777879
7.058087993,8.720461103
6.15255035,6.513945262
7.186376228,7.795351396
5.926308239,6.892096114
5.704001181,7.664379153
4.664281737,6.247662132
5.720617431,6.890987538
6.050421601,7.049166706
4.641693814,5.514766732
5.781096533,6.464606559
6.682704464,6.999419906
5.542646737,6.218002797
5.760740883,6.906845377
7.554561099,8.088003204
4.447218925,6.517368525
6.234959629,7.37068085
6.776615455,6.863987322
3.979932718,4.388243182
6.309078249,7.851008669
6.098804019,6.489252593
6.580721347,6.8460193
3.438057485,4.021489855
6.436937126,7.699240156
5.900212275,5.982909408
6.382113473,7.0171428
7.437031157,9.331501883
6.713452307,8.057785442
7.211144273,7.489495086
6.071125495,7.23121454
7.468227083,8.223187432
5.436753166,6.895498904
6.428646587,7.043845292
5.445473387,6.785938466
4.704463426,6.764134539
5.090233304,5.909314773
5.959036047,6.650673925
7.453396466,8.720177477
7.229266623,8.813038911
7.698460846,8.360298304
5.168068268,6.227671176
5.557971787,7.087938849
4.899907924,6.179642904
6.496899744,7.315664007
5.733735311,6.995192321
4.569154093,7.19807485
6.356737214,8.141718739
6.362665204,8.16728179
6.787469204,8.012834622
6.672317602,8.074783436
4.980374257,6.096601707
5.417758064,6.24469182
5.312160228,6.175452006
5.376285712,6.253521918
5.801853596,7.529528902
5.352156002,6.549280585
3.80352126,5.572446324
6.978261381,7.465917063
6.6036377,7.928883432
5.17472128,6.777851305
6.307211123,8.368571423
4.960962344,5.604980511
5.755901051,7.307922265
4.65158497,5.671000475
6.044911963,7.414423204
6.624405645,6.964665797
6.741953329,8.39042528
5.620511825,6.25968138
5.865889064,7.771095847
6.202618862,8.17102284
6.087537559,7.147006477
6.261590415,6.855700553
5.73130801,6.481465573
7.532633622,7.926833933
3.825363917,5.20081118
5.877369741,7.344558124
7.056385846,8.860001272
5.926149396,7.046179589
5.688883594,6.131422762
5.152953699,6.627550629
6.619518408,8.301806529
4.612252109,5.637610313
7.089729107,8.654951921
3.535839807,4.970489142
5.688993252,6.667553212
7.15536358,8.069536129
6.231478133,6.408762905
5.73927694,6.699923633
5.435156524,6.416106508
5.55769156,6.820625861
6.235136942,7.630407737
7.045469478,7.452002469
5.601537915,6.469153445
5.838018458,5.774822198
6.293557638,6.305357772
7.552545466,8.326033469
5.159423021,5.397897326
7.856091132,8.955768168
6.049879595,6.761928779
6.921673892,8.174273683
5.696283805,6.295548879
5.014828675,5.847123019
7.506210891,7.608957362
7.214803215,8.08706137
6.469591563,7.980391622
5.856054317,6.498627548
3.881233374,5.246474739
6.420026272,7.360316877
7.222829581,7.510227498
6.235879561,7.619863192
5.327711778,7.734399767
6.489917002,7.621876963
5.472796069,6.217088536
6.290144585,7.890323299
6.973910714,8.50177789
4.945770314,5.130152683
7.500541896,8.036552017
5.452580571,6.549900492
4.617695458,6.783976313
6.322319007,6.90900504
6.424820868,7.755926914
7.011556017,8.809303678
5.790392481,6.606309455
7.429637316,8.595203621
5.52664419,6.521255492
5.684130073,6.294747102
5.155658219,5.853485323
6.064502213,6.954801956
5.816241178,6.210910426
5.548315214,6.526882247
6.351292151,7.829825311
6.193541449,7.774637242
5.473668147,6.63433471
5.698445966,6.286669169
5.089946711,5.47116214
4.801493626,5.878228633
5.304357108,5.88652309
5.489013758,6.591714634
7.023004788,7.94625544
6.034921048,8.080895505
6.37635379,8.004184842
6.520819988,7.504769212
6.653955706,7.184564384
5.801715207,6.37347949
6.100439383,7.170992969
6.188542294,5.85210305
5.902334499,7.303569074
6.060903475,5.2224475
6.138960062,6.295591125
5.977191575,7.712746184
4.8795702,4.441551876
7.131132769,7.656537054
6.363145874,7.874778457
4.38713661,5.261083551
7.511040859,8.249875088
6.021174621,7.15398672
8.475755806,9.753818002
6.125533784,8.127212961
7.447859201,8.495678713
8.067237198,8.278198264
3.848012044,5.256059852
6.937781025,8.123996662
6.029178506,6.567599908
7.024418838,7.930044062
6.062556417,6.141082202
5.703882536,8.265492409
6.71994992,7.809628291
5.495727912,6.490684091
6.912056318,8.465997734
4.253312764,5.162767599
4.445100868,5.698916705
8.04457701,9.435284207
7.404726336,8.658847536
6.180765497,7.318362051
5.947899861,5.800227265
7.109424643,8.612848049
6.484436182,8.328911705
5.67972379,6.364971054
5.946523215,6.527169618
4.383154822,4.989605577
5.967679192,7.002889831
4.227234592,4.589716039
5.691477957,7.362681852
4.966301948,5.299102628
4.718105607,4.891727087
7.590962931,7.24846948
5.516707264,7.343814975
5.387749303,6.756663844
6.183718473,5.941029643
6.820980487,8.026147534
5.122698085,6.04369857
6.497102438,6.648047486
7.641737548,8.345465792
5.669836618,6.759336567
6.267642182,7.913856454
6.553829311,7.003886223
5.63963515,7.168104356
5.688788891,7.125434934
5.915361561,6.600298194
7.014725194,8.022085708
4.397546745,5.717567011
5.126126868,5.993358536
8.414101693,9.727279956
5.48277297,5.996605159
5.490205376,6.440197702
5.112634276,7.127064605
7.911217827,9.196768309
6.167662356,7.758345138
6.713236866,8.376047291
7.019136495,8.162606275
6.926002059,8.309318055
7.165326007,7.939191692
6.500373533,7.864392341
4.691433668,5.981814308
5.2769555,5.568718344
5.54394405,6.260591163
7.248976009,8.461689436
6.745447382,8.277409871
5.460889166,7.213764546
8.522661984,10.07850341
6.303521601,7.102910499
5.895130997,6.539663562
5.410251929,6.444966519
6.639748429,7.308126918
6.194478264,7.608330052
7.197842791,8.004716984
6.601472082,7.289554029
6.771195624,6.928042339
4.963437042,5.915394827
6.007951486,7.796170145
6.518333602,7.196544084
6.23928671,7.434516238
6.400143879,6.932690983
6.072956504,7.091882603
7.335083947,8.655635627
6.523124618,7.265087069
5.861529966,6.441524328
5.933407185,7.142569078
3.458512319,4.878244625
5.967110326,7.125040258
6.963265504,8.080810011
5.440930016,7.095920838
6.54615859,7.976828873
6.941037435,8.119754855
6.308216418,6.967557697
3.128971786,4.140886952
7.132594353,8.088032877
5.465990574,6.251517272
6.167795092,7.036998354
6.262911848,7.216740025
6.850942955,7.539477043
6.963531559,8.108831775
6.184690114,7.575888476
7.193867867,7.466184013
7.425973922,7.308760811
6.205603922,8.090779935
6.174968172,6.826742085
6.78294594,8.640872941
4.217978747,5.096648297
4.617735411,5.824513466
5.692709684,6.336578744
4.845831627,6.528288457
3.724404459,5.082725439
6.358545639,7.536973596
3.633266386,4.580960243
5.332136031,5.375094908
2.932794136,4.263177736
4.501640844,6.137589379
7.11758367,8.781266091
6.643209672,6.577430162
7.709122319,9.291608721
7.31068881,7.90057711
4.903661029,6.252331833
5.680939426,6.355640629
5.856921744,6.502492687
6.359589102,8.477230754
8.696884794,9.136045072
5.837981735,6.768744014
5.788764489,7.003962133
5.621618614,6.681722432
5.795639516,6.427448018
6.270495672,7.058007268
5.984971087,6.494203576
5.8972847,6.488187169
6.850248193,8.22923885
6.15539683,6.065209766
5.393262955,6.499130683
6.642127433,8.340882339
5.847432558,8.179631358
6.216281511,7.502659583
7.687274756,8.432259794
6.295130306,7.345907473
8.219553053,7.889617071
5.90561228,6.361459006
4.294710232,5.424588925
6.749031438,6.753002033
3.718786548,4.524598969
5.971433786,6.691580617
4.89720803,5.900387865
6.02832081,7.078554016
5.6774873,6.33343394
7.064106641,7.833922086
5.516136416,6.752452104
5.906879324,6.950127964
4.770918825,6.512419763
7.734032567,8.712450107
6.486309812,7.487634407
5.845503706,7.043980391
4.51983266,6.114033431
6.237097736,7.361159764
6.195913857,8.390131576
6.88020959,8.756713091
6.333068734,7.034334867
7.011370033,7.490096568
5.606187585,7.378604834
7.028796577,7.740146297
6.654344644,7.865262993
6.799524109,7.4388005
7.373979637,8.257636251
5.019386477,6.694997671
5.097962931,5.839237449
7.656732202,8.84213999
6.891643132,8.075411214
6.353551718,6.700381143
5.44539332,6.788642743
7.071798353,8.036299244
5.958414311,6.633605317
6.071629444,5.894640311
7.177381576,8.360923309
5.79122259,6.196630998
5.821649893,7.442821992
6.333920509,7.203899235
5.939856301,6.293529368
3.617172241,4.992710099
5.52947593,6.419152516
5.821343262,6.864670447
5.881344291,6.275106058
5.845060969,6.880466316
8.12999809,8.979831171
4.589100488,5.557198653
7.36504506,8.347618385
6.948793711,8.281713282
7.048003169,7.909221594
7.211386993,8.772632585
7.531526926,8.651860823
5.980799783,7.706210627
5.408027194,6.909654038
5.025433374,6.091279648
5.69160014,6.321054687
4.522678866,4.563021056
5.260840513,6.640696707
3.671381699,5.105619434
5.6609714,6.298018592
6.832149511,7.864010353
5.519724469,6.448046393
7.200493671,8.924878745
5.798782633,5.977128865
5.732972008,7.179628036
6.674760512,7.927142777
6.460541298,7.341878334
4.802623524,6.404199019
5.126766348,5.953511563
6.742528949,8.108929188
8.237562809,9.013959967
6.173895812,7.440555705
6.591818881,7.440232199
6.221607333,7.122119374
7.6682741,8.326710276
5.087335561,6.381794624
6.741183673,7.619552554
5.981487443,6.601821879
4.947239933,6.340117832
5.79147576,7.837336119
6.54312376,7.652481273
5.495555442,6.619358046
6.732881913,7.413861945
5.152892882,6.715136197
7.458648462,8.348254823
6.68337865,7.067413976
5.466044578,5.418565878
6.645082644,7.298876307
5.596661438,6.299793795
5.573478692,6.601150375
6.463580031,8.165538089
4.964206211,5.389707023
5.50247648,5.662617449
6.782977214,7.256530706
4.618794715,5.751432287
6.597101062,7.179233752
6.315610585,6.704100629
6.386118186,7.872009319
5.851775876,7.562653674
5.647245361,6.013286429
5.993120307,7.424860599
6.338745746,6.771645134
5.469882659,6.644165162
6.507963167,8.436239424
6.486531674,7.370021555
5.54221617,6.274864285
5.479693177,6.688911499
7.199679831,8.239768233
6.537769191,7.067963287
5.0202302,6.494711717
5.460385798,6.045423997
5.904207077,6.957644392
6.955991071,8.454601084
4.226825601,4.508068612
5.79649112,6.966762478
6.512579116,7.476365267
3.953165844,4.834044659
5.983753137,6.402163854
5.314647741,6.144865321
4.107545907,5.49777497
6.054497331,6.993551728
4.542266332,6.939652927
5.990992563,6.809338794
5.896606666,6.622621964
4.930733817,6.510875891
6.901343308,8.206172787
7.166538877,8.417696345
7.026721051,7.927991558
6.98579588,7.876126476
5.831173683,7.52777324
5.563781277,5.957948444
7.712121997,9.040039909
6.551925881,8.190717831
5.879897987,6.352236506
6.024488679,7.554866373
6.77257914,8.269509065
4.893520685,5.478457246
5.469987453,6.675838135
6.048723109,6.795283498
4.512937136,5.731420992
4.914910166,6.116565055
5.290772637,6.434469729
7.414857035,8.389757522
5.678414664,6.653486912
6.338219006,6.706759029
6.932311885,6.216796156
5.058275954,6.869359883
4.24986139,5.58364756
5.757542498,7.132639117
5.355474581,6.663969689
6.860848229,8.067549664
5.766318453,6.459622454
6.764527114,6.489325925
6.765586627,6.759648256
3.823483895,4.738204517
6.367019389,7.946299942
5.11822415,6.610394818
6.895723144,7.461453128
8.049224201,9.28169803
4.987283978,6.738446578
4.711004655,6.653061682
5.3813,5.984423478
7.073789032,8.122967552
5.605313203,6.17431399
6.020501129,6.699586337
5.348713327,6.030499609
6.474093831,8.37778711
6.597986373,7.657195235
8.891480654,9.888167889
6.29133094,6.732539154
6.244916944,6.961868142
4.791519842,6.171312791
7.302222571,7.984733074
7.133385543,9.032779577
7.054006286,8.306634962
7.242586202,8.494518742
7.35314527,8.024934299
7.627533208,7.263527974
6.00956804,6.506396637
4.931780134,5.69809558
6.235385283,7.962193455
5.395770359,5.320583034
5.677034404,7.158381492
3.483836498,4.838815091
6.344888914,7.253854339
6.008102386,7.605020187
6.4143731,7.156508034
7.247279403,7.358962365
6.250016418,6.64624327
5.850191293,7.015827968
6.816270737,8.013632726
6.879623519,7.622365236
7.860629986,7.788111193
4.679937107,5.030952776
4.603621451,4.794738383
6.359064598,6.969091244
6.074902041,6.504840379
4.723483603,5.778172899
7.258995056,7.315366332
4.458436763,6.341014996
6.477289186,7.541643809
6.721317754,7.999358463
2.938770338,4.834298662
8.364729819,8.564431494
6.276556349,7.93126573
5.545287442,6.75256622
5.102076457,5.021904482
5.174749462,5.920720166
7.103694364,7.157811794
8.638121158,9.146813226
7.676537574,9.488633734
6.718253223,7.029991343
6.638279726,8.32737537
5.816860026,5.725996462
5.937392389,7.329706387
6.471968621,7.039389472
5.790166653,7.240600983
5.598702164,6.486203088
5.143680321,6.24909852
6.352534856,7.906233461
5.806260034,6.740590578
5.851653234,6.844173504
6.50195571,7.241583048
5.856139003,6.128365934
6.314791773,7.02696861
7.919410674,8.98397121
7.414999396,8.095643064
5.578251329,6.9633199
7.084785871,7.995494108
7.118988879,9.502045638
6.334905032,7.176840798
6.268259654,7.216131342
5.565437017,6.631432597
6.608932228,7.797821595
5.058753573,5.364078906
4.184986487,4.953684226
3.507683483,3.993554889
7.105796841,7.765089193
7.043626777,6.658477657
6.00149476,7.600881599
7.019279047,6.793210271
6.542407641,6.888173937
7.014413862,8.549336418
4.7105382,6.585287841
6.55759562,6.902793087
5.236967097,6.563325672
7.614990813,8.857864669
5.547762876,6.226144292
5.348250937,6.11419957
5.68039072,7.172253037
5.193847711,5.842365103
5.261323782,6.205888409
6.364385991,7.902982429
5.762450633,7.280398701
5.639936681,6.904900464
5.910948367,6.296278135
5.470780485,7.06147607
5.863816708,7.953896707
8.057239909,8.929833954
6.099510777,6.187555386
5.85661107,6.552477494
5.621466242,6.730298208
5.651960781,6.983945761
4.45670552,5.354008344
7.210635101,7.624782925
5.676577957,6.454087261
6.431909531,6.143152696
7.165458257,8.376321227
6.3128886,7.26155029
6.513721589,6.895934793
5.633458662,6.707864472
5.782178336,6.859359127
5.748226029,6.961413491
3.996301257,5.271333312
5.037735087,6.618909442
6.275856186,6.943973795
5.507893816,6.708065205
7.330572404,7.708304134
5.09443487,6.46820479
5.21952301,5.955729193
6.691203021,7.951799327
4.75716696,5.744044604
6.621415682,7.64882371
3.723551161,5.185947937
6.655112681,7.849569975
6.742003655,7.701147525
5.964022374,6.920057847
7.810993367,8.604110877
6.330393169,7.653105407
5.96011144,6.840489129
7.350688045,8.38991417
7.079331983,7.866872263
5.5922857,7.370062197
6.00433658,6.362896125
8.496926423,9.334797376
7.389659257,8.606449113
6.221860375,7.198901967
7.487043907,8.543188861
4.609826768,6.32443427
6.547425757,7.662966418
6.386871111,7.112457086
5.948373744,6.928418841
4.010453582,5.23945697
6.337098033,6.908328228
7.398780836,7.752112894
6.235613501,6.600945203
5.893610585,7.024020551
6.450753846,7.915994463
6.088001906,7.237223283
5.366499839,5.761921952
4.371723687,5.651611395
6.677965515,6.671383635
4.816741169,5.396041279
5.058272933,6.071719962
5.328695573,7.109763194
6.69012271,7.642438152
5.836618154,5.896556904
6.605251779,8.679092255
5.150346007,6.127275866
4.66717797,5.834359517
6.611762872,6.64690906
8.132709896,8.601577884
8.557372437,9.584346724
5.929494312,6.077358843
5.08770273,7.344826353
6.558342768,8.190290842
5.694213014,6.281748045
5.467052688,5.402974308
5.383860114,6.983008497
6.979093834,7.474577498
6.804619247,8.563027834
5.954571055,6.367146588
6.889424814,7.734649914
5.469085894,6.49578215
4.773305032,6.541434437
7.561858384,8.827818099
5.862196482,7.051049665
6.316053999,7.245871827
5.894813728,6.337234569
5.793978366,6.932324028
4.58953243,6.289083108
6.062058284,7.409880741
5.484433569,6.841983914
6.106056825,5.806661784
5.046284398,6.125413397
5.373610213,5.852061359
5.615240708,6.467722946
4.470592411,5.204731332
3.09747057,4.252533724
5.340768569,6.384367825
5.529416221,6.863218246
5.683011566,6.440688893
4.979527173,6.307751577
5.234006291,5.913734271
6.06764328,7.725818913
5.794438685,7.015267501
7.144879182,7.476894123
7.29259397,8.103524902
3.960657167,4.967658426
